name,ts,r95,eflux100,glat,glon,nbb,delta,variability,pindex,curvature,singlat,category,uwname
4FGL J0502.5+3438,756.234,0.0335183,1.30686e-11,-4.37033,170.141,18,0.0215961,98.0553,2.29775,0.189251,-0.0762027,bcu,J0502.4+3437
4FGL J0502.6+0036,71.1149,0.0528158,1.41686e-12,-23.705,199.167,5,3.21639e-05,114.462,2.01128,0.27463,-0.402027,unid,J0502.6+0036
4FGL J0502.9+6533,76.8977,0.0346193,1.9923e-12,14.2854,145.29,3,0.0382896,3.81464,2.04281,-0.016715,0.246752,bll,J0502.8+6531
4FGL J0503.1-6045,110.223,0.06966,2.53231e-12,-36.51,270.249,7,0.106188,21.9808,2.16521,0.179754,-0.594963,fsrq,J0503.4-6051
4FGL J0503.5-1116,117.228,0.0400853,2.04533e-12,-28.987,211.036,2,0.0299945,16.2435,1.88125,0.133486,-0.484612,bll,J0503.6-1115
4FGL J0503.6+4518,171.605,0.0372702,3.90109e-12,2.32885,161.803,1,0.00832692,11.2539,1.84945,0.194644,0.0406349,bcu,J0503.7+4518
4FGL J0503.8-7508,28.3984,0.0466914,8.56622e-13,-33.1687,284.891,5,1.88228,11.4221,2.07707,0.00335622,-0.547106,unid,J0509.1-7317
4FGL J0504.3-0955,31.1582,0.0685668,1.00944e-12,-28.2702,209.773,3,0.0278813,12.4406,1.97756,0.0580855,-0.47363,bcu,J0504.3-0956
4FGL J0504.4+1750,41.4218,0.186989,2.89875e-12,-13.9697,184.097,9,3.91044e-05,15.1501,1.70445,0.26637,-0.241409,unid,J0504.4+1750
4FGL J0505.3+0459,10831.7,0.0139998,5.08988e-11,-20.8613,195.474,58,0.00169146,3369.24,2.31022,0.106526,-0.356107,fsrq,J0505.3+0459
4FGL J0505.6+0415,413.508,0.0219607,6.00233e-12,-21.1867,196.172,24,0.00620138,13.7129,1.85694,0.0635977,-0.361409,bll,J0505.6+0416
4FGL J0505.6-1558,126.686,0.0370329,2.153e-12,-30.4183,216.224,3,0.0145538,26.5367,1.97194,0.0705905,-0.506309,bll,J0505.6-1557
4FGL J0505.6+6405,187.178,0.0465543,3.57417e-12,13.7074,146.688,16,0.00460777,237.339,2.38606,0.197048,0.236964,bcu,J0505.7+6404
4FGL J0505.8-1923,30.5318,0.0771156,7.69356e-13,-31.6493,219.948,2,0.012852,8.34275,2.08609,0.13546,-0.524719,unid,J0505.8-1922
4FGL J0505.8+3322,99.5473,0.0489096,4.24142e-12,-4.59209,171.563,1,0.0241885,14.6281,2.22901,0.0239762,-0.0800613,bcu,J0505.7+3321
4FGL J0505.8-0419,282.878,0.0417031,4.64742e-12,-25.4054,204.319,9,0.00954182,60.8649,2.25295,0.147579,-0.429021,fsrq,J0505.8-0418
4FGL J0505.8-3817,209.175,0.0376953,2.51511e-12,-36.3561,242.17,1,0.0525861,31.8696,1.7928,0.0757814,-0.592802,bll,J0506.0-3820
4FGL J0506.0+6113,359.43,0.0190989,5.0131e-12,12.0975,149.102,4,0.00731707,43.9399,1.86447,0.0463649,0.209576,bll,J0506.0+6113
4FGL J0506.0-0357,71.1532,0.0567025,1.36614e-12,-25.1771,204.003,5,0.0066992,10.5277,2.07809,0.374957,-0.425417,bcu,J0506.0-0357
4FGL J0506.1+5028,164.292,0.0411033,2.44507e-12,5.78453,157.895,1,0.0272592,8.51544,1.93769,0.633233,0.100788,psr,J0506.1+5029
4FGL J0506.3-0620,34.4036,0.165709,1.28205e-12,-26.2646,206.417,2,0.0592212,20.1619,2.32037,0.297813,-0.442517,unid,J0506.2-0623
4FGL J0506.6-4629,95.9601,0.0351652,1.18431e-12,-36.9699,252.302,3,0.00826556,16.8238,1.69052,0.193213,-0.601395,unid,J0506.5-4629
4FGL J0506.6+4545,49.0157,0.058081,1.12819e-12,3.02168,161.726,5,0.0326603,10.9996,1.89999,0.610149,0.0527138,unid,J0506.6+4547
4FGL J0506.7-0857,171.869,0.0474259,3.40786e-12,-27.3092,209.065,2,0.00896497,27.1675,2.16357,0.0348355,-0.458792,bll,J0506.7-0858
4FGL J0506.9+0323,146.689,0.0353756,3.13082e-12,-21.3634,197.152,14,0.00938314,9.51388,2.04701,0.0109871,-0.364282,bll,J0506.9+0323
4FGL J0506.9-5435,979.497,0.0158701,6.50701e-12,-36.7701,262.422,2,0.00194924,35.7641,1.54589,0.155336,-0.598605,bll,J0506.9-5435
4FGL J0507.4-3346,209.873,0.0281448,2.51006e-12,-35.2924,236.683,1,0.00489143,20.2583,1.65669,0.085852,-0.577749,bcu,J0507.4-3346
4FGL J0507.7-6104,918.317,0.029578,7.55879e-12,-35.9598,270.431,10,0.00540627,82.3152,2.46516,0.0615578,-0.587217,fsrq,J0507.7-6104
4FGL J0507.9+4647,134.653,0.0923087,3.23051e-12,3.78327,161.001,3,0.056107,26.8505,2.37317,0.892225,0.0659826,bcu,J0507.6+4649
4FGL J0507.9+6737,4685.25,0.0102193,2.30437e-11,15.898,143.794,2,0.00677932,86.8444,1.595,0.028852,0.273925,bll,J0508.0+6737
4FGL J0508.2-1937,87.6893,0.0772604,1.30461e-12,-31.1854,220.479,3,0.031786,18.7085,2.39289,0.467366,-0.517809,fsrq,J0508.3-1938
4FGL J0508.2+5211,82.5316,0.0576548,3.76092e-12,7.01192,156.743,1,0.0450384,23.6061,2.49265,0.0760771,0.122076,bcu,J0508.1+5208
4FGL J0508.9-2327,40.044,0.0960569,9.97536e-13,-31.5526,226.509,2,1.66369,13.7864,2.22861,0.121541,-0.523281,unid,J0514.1-2437
4FGL J0509.1-7317,28.3984,0.0466914,8.56622e-13,-33.1687,284.891,5,1.8863e-05,15.544,2.07707,0.00335622,-0.547106,bcu,J0509.1-7317
4FGL J0509.2+5550,96.7813,0.0515652,3.82195e-12,9.28832,153.866,1,0.0439393,23.0343,2.37405,0.135715,0.161403,bcu,J0509.2+5547
4FGL J0509.3-2917,57.3589,0.0640591,1.16655e-12,-33.8304,231.435,2,0.0599059,14.8904,2.00647,0.0536194,-0.556737,bcu,J0509.5-2914
4FGL J0509.4+1012,325.573,0.0396997,7.07544e-12,-17.242,191.373,4,0.00470526,70.1427,2.33584,0.109843,-0.296407,fsrq,J0509.4+1012
4FGL J0509.4+0542,16288.1,0.0105096,7.28933e-11,-19.632,195.403,43,0.00395877,1254.74,2.04245,0.0414209,-0.335977,bll,J0509.4+0541
4FGL J0509.6+8425,66.2316,0.0651024,1.07992e-12,24.6633,128.385,2,0.0905685,19.1543,1.64172,0.196133,0.417285,bll,J0509.5+8430
4FGL J0509.6-0402,119.153,0.0498731,3.18973e-12,-24.4003,204.519,3,0.0349675,9.8043,2.04965,-0.0291128,-0.413109,bll,J0509.7-0400
4FGL J0509.9-6417,302.831,0.0286743,3.28862e-12,-35.1753,274.26,1,0.0162831,30.3778,1.8348,0.0401518,-0.57608,bll,J0510.0-6417
4FGL J0510.0-0204,32.4883,0.11729,1.56468e-12,-23.4126,202.701,3,4.39085e-05,16.3164,2.31862,0.0503064,-0.39735,unid,J0510.0-0204
4FGL J0510.0+1800,3858.25,0.0137918,2.88755e-11,-12.7852,184.727,29,0.00707784,2041.93,2.12384,0.0931926,-0.221296,fsrq,J0510.0+1801
4FGL J0510.4-1809,81.7365,0.0647221,2.27592e-12,-30.1986,219.077,3,0.0125406,33.7322,2.51795,0.106141,-0.503,bcu,J0510.3-1809
4FGL J0510.6-5655,27.7548,0.167282,5.31307e-13,-36.071,265.271,3,1.98132e-05,17.8956,1,0.615359,-0.588787,unid,J0510.6-5655
4FGL J0511.0+4213,33.6245,0.0750017,1.44969e-12,1.54092,165.069,2,2.3403e-05,8.47183,2.17586,0.120252,0.0268909,unid,J0511.0+4213
4FGL J0511.4-6804,49.7404,0.0477818,7.16528e-13,-34.2816,278.759,1,0.0141698,26.6058,1.57606,1.00002,-0.563261,bcu,J0511.5-6805
4FGL J0512.3+3329,61.8626,0.0826274,2.5809e-12,-3.4241,172.189,1,0.0844293,21.7983,2.24649,0.187579,-0.0597262,unid,J0512.0+3332
4FGL J0512.5-2201,27.9227,0.105704,1.22716e-12,-31.0621,223.497,1,0.00434161,17.1679,2.34106,-0.0361704,-0.515967,unid,J0512.5-2201
4FGL J0512.8+5821,87.0012,0.125859,2.26547e-12,11.1359,151.989,1,0.0278798,12.9136,2.57607,1.00023,0.193137,unid,J0512.6+5821
4FGL J0512.8+4041,331.47,0.0443682,5.80454e-12,0.919199,166.514,4,0.0121036,61.3497,2.10227,0.251828,0.0160424,bcu,J0512.9+4041
4FGL J0513.9-4005,60.2726,0.0826987,1.07999e-12,-35.0498,244.523,1,0.0403405,12.5671,1.16247,0.494111,-0.574288,other,J0514.0-4003
4FGL J0513.9-3746,78.5999,0.0623319,2.02001e-12,-34.6854,241.76,8,0.03343,25.5676,2.39588,0.0127622,-0.569071,bll,J0514.1-3745
4FGL J0514.1-2437,40.044,0.0960569,9.97536e-13,-31.5526,226.509,2,3.30648e-05,14.6309,2.22861,0.121541,-0.523281,unid,J0514.1-2437
4FGL J0514.5+6247,67.4361,0.0534228,1.67629e-12,13.7773,148.333,1,0.0309132,26.7682,2.11755,0.105617,0.238148,bcu,J0514.2+6247
4FGL J0514.6-4408,848.05,0.0428886,5.84712e-12,-35.3878,249.505,12,0.0216888,11.0645,1,0.463505,-0.579107,psr,J0514.7-4408
4FGL J0515.4-3841,36.7829,0.0615471,5.22301e-13,-34.5716,242.946,1,0.0125162,20.526,1.68464,1.00004,-0.567436,unid,J0515.5-3842
4FGL J0515.5-0125,114.981,0.0392191,1.85301e-12,-21.8884,202.797,2,0.00996059,19.2747,1.85339,0.385099,-0.3728,bcu,J0515.5-0124
4FGL J0515.6-4556,7936.68,0.0146618,2.82395e-11,-35.362,251.737,44,0.0155887,2533.87,2.31609,0.0698233,-0.578741,fsrq,J0515.7-4557
4FGL J0515.8+1527,1012.82,0.0162381,1.16238e-11,-13.0688,187.701,3,0.00931045,39.0218,1.74676,0.148308,-0.22612,bll,J0515.8+1527
4FGL J0515.9+0537,42.2072,0.0807368,2.29509e-12,-18.2868,196.348,14,0.0088847,10.7826,2.41735,0.00446134,-0.313773,bcu,J0515.9+0537
4FGL J0516.1-7240,217.307,0.0458823,3.50936e-12,-32.8221,283.97,10,0.0361041,298.582,2.35336,0.125535,-0.542033,bcu,J0516.5-7238
4FGL J0516.3+3753,31.7552,0.0603566,1.78023e-12,-0.179227,169.174,3,1.218e-05,18.4416,2.13954,0.0645999,-0.0031281,unid,J0516.3+3753
4FGL J0516.4+7350,446.46,0.0202763,4.02061e-12,19.7819,138.637,1,0.0134464,14.286,1.82082,0.07882,0.33844,bll,J0516.6+7350
4FGL J0516.7+2743,29.8143,0.0673711,2.13802e-12,-5.99915,177.532,2,0.00825255,8.9884,2.27355,0.0367543,-0.104514,bcu,J0516.6+2742
4FGL J0516.7-6207,4659.34,0.0142101,1.8777e-11,-34.7628,271.52,13,0.00150981,241.131,2.14862,0.053972,-0.57018,bll,J0516.7-6207
4FGL J0516.8-0509,54.0945,0.0742898,2.6416e-12,-23.3591,207.44,1,0.820256,35.1683,2.49406,0.0898668,-0.396493,fsrq,J0518.3-0553
4FGL J0517.5+0858,55.8689,0.0569667,1.13656e-12,-16.1849,193.576,1,0.00854375,14.4413,1.7473,1.00005,-0.278738,fsrq,J0517.6+0859
4FGL J0517.7-1758,146.098,0.0770168,3.05749e-12,-28.472,219.603,6,0.0423794,51.7408,2.51912,0.268694,-0.476729,bcu,J0517.8-1757
4FGL J0517.9-6930,196.907,0.126332,5.39161e-12,-33.4176,280.264,1,0.0218391,8.40879,2.16017,0.246264,-0.550737,bcu,J0517.9-6929
4FGL J0517.9+5030,68.6346,0.0519962,1.48383e-12,7.33506,159.025,1,0.0399764,16.3159,1,0.55921,0.127672,other,J0518.1+5029
4FGL J0518.6+1227,25.0817,0.318211,1.98684e-12,-16.0339,191.431,1,2.04997,17.9354,2.56844,1.00023,-0.276206,unid,J0513.6+1048
4FGL J0519.0+0851,210.589,0.0494682,6.99603e-12,-15.9194,193.902,2,0.0217193,14.6906,2.47834,0.13537,-0.274285,bcu,J0519.1+0851
4FGL J0519.6+2744,56.0466,0.0408605,1.49388e-12,-5.46004,177.876,7,0.0120065,26.8266,1.89193,0.322012,-0.0951514,bcu,J0519.5+2744
4FGL J0519.6-4544,267.23,0.0506739,6.38218e-12,-34.7084,251.551,30,0.0414157,10.7053,2.75252,-0.100039,-0.569401,bcu,J0519.3-4544
4FGL J0519.7+1939,40.4226,0.0495466,1.50815e-12,-9.96183,184.631,5,0.020404,8.66877,1.88899,0.134807,-0.172992,unid,J0519.7+1940
4FGL J0520.4+3607,84.1543,0.129471,8.48442e-12,-0.457777,172.737,1,1.65309,19.3897,2.79058,0.0681812,-0.00798962,bcu,J0525.3+3448
4FGL J0520.6+6531,43.4583,0.0438165,8.29234e-13,15.8329,146.315,3,0.0249494,15.8429,1.74403,0.0126366,0.272833,bcu,J0520.5+6532
4FGL J0521.2+1637,60.7045,0.0641127,1.27315e-12,-11.3202,187.42,6,0.0107742,59.3582,2.01533,0.873416,-0.196292,other,J0521.2+1638
4FGL J0521.3-1734,244.155,0.0428468,3.49685e-12,-27.5474,219.594,2,0.0360924,9.50284,2.34779,0.216709,-0.462483,fsrq,J0521.4-1736
4FGL J0521.4-2957,32.1594,0.061484,6.88395e-13,-31.5126,233.063,3,3.06956e-05,3.98752,1.89216,0.129573,-0.522686,bcu,J0521.4-2957
4FGL J0521.6+0103,104.966,0.0380541,2.52785e-12,-19.3437,201.278,3,0.0128954,30.8513,1.98747,0.01995,-0.331235,bll,J0521.6+0103
4FGL J0521.7+2112,19637.3,0.00920322,1.10064e-10,-8.70611,183.608,31,0.00116071,900.655,1.90082,0.0421772,-0.151366,bll,J0521.7+2112
4FGL J0521.8+5658,32.4965,0.18525,2.35615e-12,11.7639,155.047,1,1.21692,10.8077,2.05606,0.277207,0.20388,bcu,J0528.6+5611
4FGL J0521.8+0843,26.5511,0.339957,2.41588e-12,-15.3467,194.513,4,0.151186,7.58342,1.33303,0.41777,-0.264659,unid,J0522.4+0839
4FGL J0521.8-3848,138.753,0.072069,3.00721e-12,-33.3821,243.352,12,0.0388184,147.206,2.51611,0.0282177,-0.550219,bcu,J0521.8-3850
4FGL J0522.9-3628,19297.9,0.0129731,5.23132e-11,-32.72,240.61,85,0.00756206,868.306,2.42126,0.0572675,-0.540534,other,J0522.9-3627
4FGL J0523.3-2527,3209.53,0.0184941,1.18857e-11,-29.8405,228.184,1,0.011596,3.51757,1.96748,0.349447,-0.497587,other,J0523.2-2527
4FGL J0524.1-5659,51.1851,0.0976557,8.97922e-13,-34.2208,265.219,1,0.0193009,9.14676,1,0.65766,-0.562384,bcu,J0524.2-5659
4FGL J0524.1+6017,28.5035,0.050217,5.45794e-13,13.4496,151.184,1,0.0329973,14.9768,1.70388,1.00005,0.232591,unid,J0524.4+6017
4FGL J0524.4-2413,71.6136,0.105831,1.97142e-12,-29.318,227.239,2,0.302476,24.2502,1.8714,0.181505,-0.489657,other,J0524.3-2431
4FGL J0524.5+2839,598.888,0.026674,1.05986e-11,-4.04615,177.732,2,0.00488911,25.523,2.09207,0.056143,-0.07056,bcu,J0524.4+2839
4FGL J0524.5-2614,49.8188,0.0584869,1.78442e-12,-29.7841,229.112,4,0.0240244,24.216,2.46435,-0.0942348,-0.496733,bcu,J0524.6-2612
4FGL J0524.6-2819,44.1027,0.0872513,7.96484e-13,-30.3512,231.429,5,0.0429128,43.199,2.31677,0.612619,-0.505299,bcu,J0524.8-2817
4FGL J0524.7+4824,40.8591,0.0725098,9.58938e-13,7.03963,161.364,4,0.0134802,19.9992,2.14773,0.622161,0.122556,other,J0524.6+4823
4FGL J0524.7-8304,189.404,0.046458,3.58575e-12,-29.5124,295.557,5,0.0286653,13.8416,2.33307,0.176509,-0.492613,unid,J0523.8-8305
4FGL J0524.8-6938,53.8073,0.0462697,2.40774e-12,-32.7972,280.285,1,0.0181437,12.7505,2.13756,-0.0134772,-0.541667,other,J0524.9-6937
4FGL J0525.0-0333,31.4731,0.0881944,2.2505e-12,-20.8077,206.025,2,2.19956e-05,10.6981,2.51098,0.00572254,-0.355232,unid,J0525.0-0333
4FGL J0525.4-4600,63.5686,0.0630369,1.41354e-12,-33.2828,252.995,12,0.932272,17.7605,2.3333,0.173186,-0.548772,fsrq,J0528.2-4648
4FGL J0525.6-2008,67.263,0.0572726,1.0976e-12,-27.5588,222.673,2,0.0119161,18.3975,2.05616,0.287773,-0.462659,bll,J0525.6-2008
4FGL J0525.6-6013,537.301,0.020918,4.46406e-12,-33.8799,269.117,1,0.0126459,19.719,1.66769,0.102725,-0.557454,bcu,J0525.6-6014
4FGL J0525.8-0052,173.292,0.0466671,4.17822e-12,-19.3515,203.595,3,0.018998,48.5286,2.24175,0.059599,-0.331363,bll,J0525.8-0051
4FGL J0526.1+6318,93.0472,0.0562945,1.91563e-12,15.197,148.653,1,0.0187278,15.6109,2.23138,0.214796,0.262138,bcu,J0526.3+6317
4FGL J0526.2-4830,12056.9,0.0124901,4.03079e-11,-33.7523,254.997,54,0.00233267,1631.5,2.25879,0.0402981,-0.555604,fsrq,J0526.2-4830
4FGL J0526.3+2246,73.226,0.0344537,2.84651e-12,-6.96734,182.864,10,0.0208086,25.9106,2.13686,0.066676,-0.121304,bcu,J0526.2+2247
4FGL J0526.4+1114,47.0541,0.186423,3.56093e-12,-12.7491,192.342,4,0.579976,9.7874,1.7731,0.246296,-0.220682,unid,J0526.9+1148
4FGL J0526.7-1519,335.965,0.0277137,4.03551e-12,-25.5149,217.772,1,0.022844,13.0974,1.81448,0.135496,-0.430745,bll,J0526.6-1519
4FGL J0526.7+4254,224.042,0.100754,6.14377e-12,4.25941,166.086,1,0.0879611,8.22051,2.46648,0.476303,0.0742723,other,J0526.3+4256
4FGL J0527.1+1152,47.0541,0.186423,3.56093e-12,-12.7491,192.342,4,0.0785809,11.6862,1.7731,0.246296,-0.220682,unid,J0526.9+1148
4FGL J0527.3-6223,48.742,0.0492482,8.95521e-13,-33.4843,271.695,3,0.0221736,9.34444,1.97292,0.0849386,-0.551708,bll,J0527.5-6224
4FGL J0527.4+6647,126.606,0.0303488,1.64126e-12,17.0652,145.559,2,0.00179258,13.6505,1.96696,0.127283,0.29346,unid,J0527.4+6647
4FGL J0528.0-4647,63.5686,0.0630369,1.41354e-12,-33.2828,252.995,12,0.0394135,16.6129,2.3333,0.173186,-0.548772,unid,J0528.2-4648
4FGL J0528.3+1817,64.8135,0.0420058,1.77439e-12,-8.99567,186.955,3,0.0158754,15.2122,1.67474,0.246535,-0.15636,other,J0528.4+1817
4FGL J0528.5+3852,25.1873,0.0672387,1.02813e-12,2.34246,169.706,3,0.00778184,9.71177,1.82846,0.26096,0.0408722,unid,J0528.4+3852
4FGL J0528.7-5920,254.345,0.0319642,2.73618e-12,-33.5443,268.023,3,0.00872912,17.9156,1.93954,0.084005,-0.552582,bll,J0528.6-5920
4FGL J0529.1-2449,37.928,0.097685,1.97227e-12,-28.4888,227.795,4,0.179913,19.0059,2.9706,-0.100045,-0.476986,unid,J0528.4-2443
4FGL J0529.1-0101,61.1378,0.115052,2.54076e-12,-18.7062,204.22,1,0.0492996,6.46498,2.6292,0.335252,-0.320716,bcu,J0529.2-0103
4FGL J0529.1+0935,81.8079,0.0465602,2.47204e-12,-13.4451,194.574,2,0.0192925,17.1264,1.80614,0.0984876,-0.232514,bcu,J0529.1+0935
4FGL J0529.3-7243,101.141,0.0462362,1.93039e-12,-31.8668,283.833,9,0.011132,64.9515,2.20434,0.0997925,-0.527946,bcu,J0529.4-7244
4FGL J0529.4-0521,146.296,0.0778369,7.52742e-12,-20.5968,208.345,1,0.0772768,19.5979,2.80146,0.0595429,-0.351789,fsrq,J0529.7-0522
4FGL J0529.9-0224,47.492,0.206602,2.0435e-12,-18.6411,205.944,2,0.669416,14.8038,2.81535,1.0003,-0.31964,unid,J0532.5-0228
4FGL J0530.9+1332,941.626,0.0330993,1.78522e-11,-11.007,191.358,21,0.00343827,537.024,2.60341,0.244871,-0.190929,fsrq,J0530.9+1332
4FGL J0531.3+1609,65.3676,0.0442589,1.78411e-12,-9.77472,190.57,3,1.41867,12.3506,1.79724,0.246372,-0.169775,unid,J0533.5+1450
4FGL J0531.4-0058,61.1378,0.115052,2.54076e-12,-18.7062,204.22,1,0.544794,7.99124,2.6292,0.335252,-0.320716,unid,J0529.2-0103
4FGL J0531.5-7823,31.7858,0.0406347,1.22519e-12,-30.5129,290.257,1,0.00732544,19.2035,2.28312,0.00149761,-0.507732,unid,J0531.6-7823
4FGL J0531.7+1241,87.4681,0.0927575,4.31175e-12,-11.2934,192.236,5,0.0299843,5.45869,1.37474,0.386885,-0.195833,unid,J0531.7+1239
4FGL J0532.0-4827,6430.24,0.0134636,2.51689e-11,-32.8071,255.03,42,0.0043282,3813.04,2.07742,0.101212,-0.541813,bll,J0531.9-4827
4FGL J0532.6+3358,51.8561,0.165529,3.27312e-12,0.262713,174.344,1,0.126375,10.4432,2.71545,0.535625,0.0045852,unid,J0532.5+3351
4FGL J0532.6+0732,7385.95,0.013859,5.01232e-11,-13.7311,196.842,40,0.00286673,809.24,2.34696,0.0664875,-0.237366,fsrq,J0532.6+0732
4FGL J0532.7+5749,70.7737,0.0968139,3.08569e-12,13.1063,153.966,3,0.0495044,15.0032,1.78163,0.253964,0.226758,bcu,J0533.0+5747
4FGL J0532.8-3941,383.976,0.0485984,5.34985e-12,-31.435,244.803,7,0.0159941,56.32,2.5776,0.0338027,-0.52153,bcu,J0532.8-3941
4FGL J0532.9-8325,76.9348,0.045954,1.74651e-12,-29.1584,295.836,6,0.00905015,95.8545,2.00731,0.112691,-0.487226,fsrq,J0532.9-8325
4FGL J0532.9+6936,28.4924,0.049723,8.07085e-13,18.8478,143.231,2,0.016317,13.0524,2.08708,0.0124571,0.323055,bcu,J0532.8+6935
4FGL J0533.0-8446,76.9348,0.045954,1.74651e-12,-29.1584,295.836,6,1.35477,44.1857,2.00731,0.112691,-0.487226,bcu,J0532.9-8325
4FGL J0533.2+3024,39.9967,0.14189,2.12776e-12,-1.49206,177.294,1,0.0198126,7.38453,1,0.756864,-0.0260385,unid,J0533.1+3025
4FGL J0533.3-5549,35.3706,0.239257,1.03144e-12,-32.9944,263.863,1,0.0552205,15.0397,2.73048,0.811229,-0.544557,bcu,J0533.2-5552
4FGL J0533.3+4823,3885.03,0.0152999,3.07792e-11,8.23539,162.166,22,0.00579352,410.91,2.3558,0.0748598,0.14324,fsrq,J0533.3+4822
4FGL J0533.5+1449,65.3676,0.0442589,1.78411e-12,-9.77472,190.57,3,0.0231338,21.3688,1.79724,0.246372,-0.169775,other,J0533.5+1450
4FGL J0533.6+5945,389.757,0.0416233,5.12021e-12,14.1698,152.28,2,0.0214446,15.0347,2.42174,0.502819,0.244796,unid,J0533.7+5944
4FGL J0533.8+6800,1817.73,0.0184226,8.78723e-12,18.1902,144.778,1,0.0113218,14.2316,1.04073,0.268304,0.312172,psr,J0533.9+6759
4FGL J0533.8-3749,100.764,0.080295,3.04821e-12,-30.8479,242.778,7,0.0595404,39.9739,2.63347,-0.0890403,-0.512761,fsrq,J0534.0-3753
4FGL J0534.0+3746,56.8093,0.160362,4.86581e-12,2.74735,171.201,1,0.101091,23.97,1.85812,0.248098,0.0479319,unid,J0534.3+3750
4FGL J0534.1-7218,79.5181,0.0928605,3.85918e-12,-31.5928,283.256,6,3.04246e-05,17.3879,3,-0.100049,-0.523878,bll,J0534.1-7218
4FGL J0534.2+2751,57.0411,0.0747716,3.53687e-12,-2.69928,179.616,2,0.0315369,10.6971,1.993,0.0316014,-0.047094,unid,J0534.2+2749
4FGL J0534.5+2201,569385,0.00811971,1.46245e-09,-5.77799,184.56,106,0.00756316,659.515,2.03448,0.0217694,-0.100674,other,J0534.5+2200
4FGL J0534.5+2200,569385,0.00811971,1.46245e-09,-5.77799,184.56,106,0.00339904,156.729,2.03448,0.0217694,-0.100674,psr,J0534.5+2200
4FGL J0535.0+3615,43.9307,0.131798,2.27418e-12,1.95238,172.57,1,0.0679519,6.83002,2.30955,0.519223,0.0340688,unid,J0534.7+3616
4FGL J0535.1-5422,174.079,0.0852947,2.99737e-12,-32.7299,262.305,4,0.186098,10.2869,2.4279,0.173363,-0.540679,unid,J0534.8-5433
4FGL J0535.2-6736,481.332,0.0481184,7.5893e-12,-32.1342,277.727,1,0.0335427,9.62534,2.83372,0.271413,-0.531904,other,J0535.5-6734
4FGL J0535.3+0934,32.8083,0.111623,1.5706e-12,-12.1411,195.395,6,0.0151667,28.3301,1.19376,0.584367,-0.210319,unid,J0535.3+0934
4FGL J0535.6-0405,40.5566,0.0532201,1.93861e-12,-18.7134,207.848,2,0.00738178,9.10088,2.34984,0.112029,-0.320834,unid,J0535.6-0406
4FGL J0535.7-6604,64.1841,0.0485526,1.37913e-12,-32.2656,275.948,3,0.00816105,14.9874,1.8025,0.243882,-0.533845,bcu,J0535.7-6604
4FGL J0536.0-2754,54.6129,0.0756098,1.17337e-12,-27.8644,231.815,16,0.018723,14.711,2.27539,0.187345,-0.467381,bcu,J0536.0-2753
4FGL J0536.1-1205,47.253,0.0880841,8.14467e-13,-22.1142,215.584,2,0.0176053,9.22399,1.97486,1.0001,-0.376454,unid,J0536.1-1206
4FGL J0536.2+1733,190.329,0.0332832,4.38688e-12,-7.82067,188.592,1,0.0189192,20.0739,2.08235,0.159676,-0.136073,bll,J0536.2+1732
4FGL J0536.4-3401,2496.18,0.0312036,1.61498e-11,-29.4891,238.551,46,0.00137681,711.427,2.50201,0.128507,-0.492258,fsrq,J0536.4-3400
4FGL J0536.4-3343,1071.19,0.0150981,9.29952e-12,-29.4026,238.228,15,0.00575509,18.0636,1.71453,0.114818,-0.490943,bll,J0536.4-3343
4FGL J0536.5-2548,103.144,0.0374595,1.60633e-12,-27.1271,229.618,1,0.011234,8.99582,1.88578,0.100642,-0.455966,bcu,J0536.4-2548
4FGL J0537.5+0959,53.4854,0.241118,2.63529e-12,-11.4326,195.165,6,0.146267,45.8868,2.7515,0.966735,-0.198214,unid,J0537.3+1007
4FGL J0537.6+0400,32.7647,0.0540373,1.11325e-12,-14.4095,200.637,3,0.0163438,16.4256,1.87345,0.178493,-0.24885,unid,J0537.6+0401
4FGL J0537.7-5717,408.328,0.0240108,3.62198e-12,-32.3718,265.574,2,0.031294,12.8362,1.81871,0.130239,-0.535411,bll,J0537.8-5718
4FGL J0537.8-6909,804.246,0.0168416,1.58589e-11,-31.7336,279.528,8,0.0208422,26.9592,2.06753,-0.0162665,-0.52597,other,J0537.9-6908
4FGL J0538.2-3910,112.621,0.0376569,1.52577e-12,-30.2954,244.441,3,0.00265462,45.5422,1.82954,0.168491,-0.504458,bll,J0538.3-3910
4FGL J0538.6+0443,38.5511,0.0617283,1.21003e-12,-13.8469,200.115,6,0.00959075,14.0572,1.76209,0.342938,-0.239328,bcu,J0538.6+0444
4FGL J0538.8-4405,94654.9,0.00900111,1.52283e-10,-31.0909,250.081,63,0.00164138,10390,2.06682,0.060196,-0.516397,bll,J0538.8-4405
4FGL J0538.9+3549,88.838,0.087926,3.78308e-12,2.43481,173.599,1,0.200207,13.1509,2.4767,0.634699,0.0424827,unid,J0539.4+3539
4FGL J0539.0+1644,80.0653,0.0415759,1.81264e-12,-7.6599,189.615,2,0.0178191,30.6536,1.82013,0.423017,-0.133293,bcu,J0539.0+1645
4FGL J0539.2-6333,57.6384,0.0453272,9.81771e-13,-32.1047,272.93,2,0.033708,13.4414,1.73688,0.196835,-0.531469,unid,J0539.0-6332
4FGL J0539.6+1432,309.373,0.0428366,8.95802e-12,-8.68244,191.586,11,0.0166947,215.491,2.51955,0.159876,-0.150958,fsrq,J0539.6+1433
